    ,Serial Number,Course Name,Course Code,Course Acronym,Prerequisites,Preferable_Prerequisites,Antirequisites,Semester,Professor,Credits,Cluster,OptionalDept,embed_link
,262,Wireless Communication Evolution from 3G to 5G,ECE537,WCE,ECE240,"ECE340, ECE543",None,Winter,Vivek Bohara,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQvaXefa02xfmybLvhEVLl70n-swMP72s6AAZky1f25dBqefkCTShjsbagbMGiAddUezPuZv6APDwxb/pubhtml?gid=1865300213&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,128,Wireless System Implementation,ECE539,WSI,ECE240,"ECE340, ECE543",None,Winter,Vivek Bohara,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTL_KanHRyQCtS-X_8SFxBArMKy4OvKGT_N-oe2aRofgZwKihEUNS25AYvJMWvxjF4_NCy3nZ9Lk5Te/pubhtml?gid=1809883536&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,264,Principals of Digital Communication System,ECE543,PDCS,ECE240,ECE501,None,Monsoon,Anand Srivastava,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQfxwmvJ8BUnIn4R9yioAVcr45PMZsx5ANLuF1rDj8TrVUHkSitzz12Xyo1jkljg0JDcAAcYLCOW-zf/pubhtml?widget=true&amp;headers=false""></iframe>"
,129,Photonics: Fundamentals & Applications,ECE545,Pho,ECE230,None,None,Monsoon,Sayak Bhattacharya,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ5F2tu_Dx0upTOsVSgx6sjHi0nYprSI8DDORnvXAZoybRm54d7UzvYZLJvlYlFQo8o6sVzWXtpkfdt/pubhtml?widget=true&amp;headers=false""></iframe>"
,266,Optical and Wireless Convergence for Beyond 5G Networks and IoT,ECE546,OWC,None,ECE340,None,Monsoon,Anand Srivastava,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQBwuzOQmwZtJGuFhHTYPn5VT30JjQ2h0NkruivBY-d7CEIR39hcLe2iNZik3ctHQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,130,Advanced Digital Communication,ECE548,ADC,PCS ECE 240,None,None,Monsoon,"
Shamik Sarkar",4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTadt1HNJU1rL7JsrGLXgFrF0DETDCW_BH28eTuNZi8U8fs8NOgZxJaTZx5pJ49LQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,131,Compressive Sensing,ECE554,CS,"""MTH100""",None,None,Monsoon,Information not available,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQkA8yrkBORMAHVdIV-WT2OZUEhptQtXBEwRNqJ84yOaVWaGGQqke7O1jOqUJ9gj6WOxdvhBzpsCZei/pubhtml?gid=1670586574&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,269,Speech Recognition and Understanding,ECE557,SRU,ECE250,"ECE351,CSE343/CSE543/ECE563 or CSE342",None,Winter,Saket Anand,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSuMQLGFqWOyIQnc67BL62YquFKb5QrR0REJOO8TMy-1Dr1tQgqHvhelc7AyX6FvWsT32rxiHXTQKXH/pubhtml?gid=765051112&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,132,Transform Learning and Applications,ECE558,TLA,MTH100,None,ECE362/ECE562,Winter,Anubha Gupta,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRcAQnMRjITVE2pv-uJzE_vHvNZu2DvvmX2ia8yu3eD0e0XN-8lsaCQvBv58GxxP_zpRUiATgLq0AdK/pubhtml?gid=1838957601&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,271,Modeling and Analysis of Random 5G Networks,ECE55G,5GN,MTH201,MATLAB,None,Winter,Gourab Ghatak,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQfyHHAcYpQRiCinkayKyM7MjrUu_pb9KdPEB4gT40mrWmZpz4UN3Dhmy-XtSARcC0sUgTWaxDmjdDP/pubhtml?gid=1826367433&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,133,Data Processing and Management,ECE560,DPM,None,None,Advanced Programming (CSE201),Monsoon,Pravesh Biyani,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS32MxbiFv8wJyT7wRZ3I6jG8IyjIP3PI6m8qOrbjaCLXRRh7YFLDJbimf8-xPD5g/pubhtml?widget=true&amp;headers=false""></iframe>"
,273,Reinforcement Learning,ECE564/CSE564,RL,MTH201,None,None,Monsoon,Sanjit Kaul,4,CSE,ECE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTKIqaEN4uGpJQuX-p8FGZh7cZL6EVhSwmZG8IdDdwembXbyalNbgjIH9bgKtXsJyDadLtNNcIzRyfD/pubhtml?gid=1272120888&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,134,Machine Learning in Wireless Communication and Networks,ECE564A,MLWCN D,ECE240,Machine Learning (ECE 363/563; CSE 343),None,Monsoon,Shamik Sarkar,2,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTg_qQCa9RWSW-1BSy9bO2UE1bS7kMN_iLGo8pKh5KDMMtXarACJJt_JY-PlDIhWQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,275,Tomographic Imaging,ECE565,TI,MTH100,None,None,Monsoon,Prabhat Munshi,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQm6SxHPO3sUbUGjuATTQdnAo5dhvHqA4cGtjntvggEvWHH3BvcYeSNq2bUKOTILg/pubhtml?widget=true&amp;headers=false""></iframe>"
,135,Nano and Metaphotonics,ECE567,NMP,Fields and Waves (ECE230),None,None,Winter,Sukanta Nandi,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT0QWGmbtTTznEYybSSj_rkziPPsVtxBF1kN21GXv1dSYqZ55xyUTr4rN-gykXfcQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,277,Linear Systems Theory,ECE570,LST,None,None,Control Theory (ECE570),Monsoon,Sanat K Biswas,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR7FJ_jjvysBsYvH_EBvCp2NOPWQkuxiyUQx3pjHDP_BGg8bxnG7xwcOpr8dRwARLDVUZZpQayOlZif/pubhtml?widget=true&amp;headers=false""></iframe>"
,136,Optimal Control Systems,ECE571,OCNS,None,None,None,Winter,Information not available,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQw0jEH90cKjDDs-ip0jUhWfDX2Urnsppi52F5tALRXF4ej2quxec-bvT8dNx9T_vjVvVnLIhqRBI1C/pubhtml?gid=1686437063&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,279,Estimation Theory for dynamic systems,ECE572,ET,ECE501,ECE570,None,Winter,Sanat Biswas,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQrlpFU0okzKneqYY98_xcV3hVfizIKsWbL_ytBnWQr4i-4Zle7FKRiwGP-xI9BYw/pubhtml?widget=true&amp;headers=false""></iframe>"
,137,Advanced Embedded Logic Design,ECE573,AELD,"""CSE234""",None,None,Winter,Sumit Darak,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS13Rucpez-vNfUkRWwUo8p6Xhh6BmjMjnDRk8y075Rzr2ewapADsOTN8dN9ofgGjBb_HU5UF-OPDse/pubhtml?gid=933597952&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,281,Machine Learning Techniques for Real-time Control,ECE577,MLRC,None,"MTH100, CSE343/CSE543/ECE563, ECE570",None,Winter,Sayan Basu Roy,4,ECE,CSE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQF5cyohddJ2tk-BlV9E7MB515lZAQxl4gu8SKtQzuOsXiRu_kX7ZtRmymLsB4y7X_7stXfPC-tHSYk/pubhtml?gid=723560753&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,138,Nonlinear and Adaptive Control of Robotic Systems,ECE579,NLR,None,ECE570,None,Monsoon,Sayan Basu Roy,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTf4BKK2zWsqC-shP1n9XSHTJDSr6Og0qFKzL3SVivYVL8V3qSbPcemy6NOhFVpWdl9aAGPZ3W7nqEl/pubhtml?gid=1577375683&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,283,Autonomous Driving,ECE581,AD,None,None,None,Winter,Information not available,2,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTbObMB0hzHJGVyTFExJssiqSENgdeqg6Jb7YJCu99fvwW2y2cbqdOByNGt81WgG-PzIH3jtR-saLWF/pubhtml?gid=684907388&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,139,Task Priority Control of Robots,ECE582,,None,ECE570,None,Winter,Sayan Basu Roy,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ5cNVC5cRs_n05he8nDDQYR8zYeToVOGbIYkvy-LYmm-3rgWhjBGfeM1KKHUgMHQ/pubhtml?gid=671917340&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,285,Object Oriented Programming and Design,ECE600A,OOPD,None,None,CSE101 / CSE201,Monsoon,Arani Bhattacharya,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSnR_rpT97G-ypiBAYvMVfhGYw_s_6RYTBp8J4lTKNHm-AEqOKN2Zdr6Gl-H4cj8A/pubhtml?widget=true&amp;headers=false""></iframe>"
,140,Memory Design and Testing,ECE611,MDT,"""ECE111, ECE113""","Digital VLSI Design (ECE314/514), Integrated Electronics (ECE214)",None,Winter,Anuj Grover,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQe4Y7RfQT5Zy_BlIVZv9OO8OLrjYlYj_INfpooIFI1NOuC77NwJ671e1Up8LYG3AnBWcfsW6_FIBYy/pubhtml?gid=1844746226&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,287,Advanced Solid-state Devices (ASD),ECE613,ASSD,Physics of Semiconductor Devices (UG) and equivalent for PG,None,None,Winter,Sneh Saurabh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTyq0f_N9ma1PjqP9cE-DlPqngCcxFqGZndvqsP638pweiXKDJKzYEIv7KXTO5zlQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,141,Emerging Memory Devices for Neuromorphic Computing ,ECE614,EMDNC,Basic knowledge of semicondcutor physics and devices,None,None,Winter,Anuj Kumar,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRYXktik4iIMvR1dKnEHQ5uiRQ5ZIIEhMMOptn6NNKzo4HAmHOI9H8cBVQcTWeMug/pubhtml?gid=385519900&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,,Functional Safety for Safety Critical Systems,ECE615A,,ECE111 Digital Circuits; ECE270 Embedded Logic Design,"ECE314/ECE514 Digital VLSI Design; ECE516 System on Chip Design and Test, MTH201 Probability and Statistics (helpful for failure-rate topics)",None,Monsoon,Aarul Jain,2,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRDJeYXbmoNpZzK9E0l2rbStDq8VDDK_IiLut1GUJoaJNK7Z1mqrum7EdE280WTsA/pubhtml?gid=1402966077&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,290,Information Theory,ECE634,InT,ECE501 / MTH201,None,None,Winter,Manuj Mukherjee,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRkBbdNtHaiIT_SxoVMxi9LgDwf839YQa_X8OQyPmkC2ipGSVeFpb_Ic9SGE8ZDow/pubhtml?widget=true&amp;headers=false""></iframe>"
,142,Applied Optimization Methods for Machine Learning,ECE666 / CSE517,AOMML,,"Machine learning, Linear Algebra, Numerical Methods",None,Winter,Bapi Chatterjee,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRZ1vFCi1ejAkVbyh7UsSTAtbXNCjS6FvFX-boN0L2vJKr1B_bafLlae7Tx4vrRlQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,292,Introduction to AI in Medical Imaging,ECE667A,IAMI,"MTH201, MTH100, Vector Calculus",None,None,Monsoon,Dattesh D Shanbhag + Rajesh Langoju,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTRcHRqBVF7M_qUBSx-qGVrOu4LXtgpIcaWafJTP1W-ATp696H49lzRsPHML73Mr-QupiVq3ewwEe1B/pubhtml?widget=true&amp;headers=false""></iframe>"
,143,Stochastic Estimation and Control,ECE672,SEC,ECE501,None,None,Winter,Information not available,2,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTCusVs65jZpaxAwkHoJVIO_BijJj4hS5FDDgaQXAnihBJ4VQ0sghPySKVA824cCzpQPuf1InupT4FD/pubhtml?gid=1955666937&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,294,Advances in Deep Learning,ECE677/CSE677,ADL,Deep Learning OR AML,None,None,Monsoon,A.V.Subramanyam,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRWvi1X9j53N90_nS58FPIK9XFRW2WpJsLvf6NM8iaCxHGnwg4LbQgr8cQJsIMFnw/pubhtml?gid=353965048&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,144,Principles OF Economics,ECO201,,None,None,None,Winter,Kiriti Kanjilal,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQem9wu8NllFJeooFnwMFMNRNtw-XgWprICVLpL6YL6fuLv9DbepeJR7QjHoEjIyw/pubhtml?widget=true&amp;headers=false""></iframe>"
,296,Econometrics I,ECO221,ECO,"""MTH201""",None,"""ECO302""",Monsoon,Gaurav Arora,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQbWh1XOV11Cdr2ZhWbxVNa6R0z5_ORospxXY8HbyFWuHVTjfCEU3HHyqiXVcVmpOSFtf81msKq6h1V/pubhtml?gid=1795411297&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,145,Money and Banking,ECO223,MB,None,None,None ,Winter,Kiriti Kanjilal,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRurK1hCGWZ-gbx5yB2UUpRx35Y19O889ycMCg8xpu1Fhv8C4ZtWtQD1Hro04pM05DUuZQeZYKDwhIk/pubhtml?widget=true&amp;headers=false""></iframe>"
,298,Introduction to Economic Analysis,ECO301,IEA,None,"Matrix Algebra, Calculus",None,Monsoon/Winter,Information not available,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSF2sqt5ooHkh2oZuedcZEDmkP8IICCxA5ng_pc0wIxlUpF5S_IfTAM2p-revRvmAQ7ZKT_iJcowTUv/pubhtml?widget=true&amp;headers=false""></iframe>"
,146,Microeconomics,ECO301,ME,None,None,ECO101,Winter,Souvik Datta,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRyEVpQBQH8DSCYgzklXV4MNViLCBTbknM0-ntIJSHcjYNagTdKFc0JeRp458QBsaX1uPrPl0dt0pC0/pubhtml?widget=true&amp;headers=false""></iframe>"
,300,Game Theory,ECO311/ECO511,GMT,None,None,"""ECO304""",Monsoon,Rakesh Chathurvedi,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQvlemicxrj1_sGl369TxA98tDam017sTop3MDJUogpsXDZzK3TQkhZX8CSl9M-Kg/pubhtml?widget=true&amp;headers=false""></iframe>"
,147,Industrial Organization,ECO312/ECO512,IO,"""ECO101 or ECO311""",None,None,Winter,Kiriti Kanjilal,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTRwQZgK-NLAIceBY6L5GvBAMmv02PdP-K3XloTf_GBG-0kSliQc--YsZEJT0G_PWzTv0j3OPrVKZl3/pubhtml?gid=344427084&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,302,Market Design,ECO313,MD,ECO311,None,None,Winter,Information not available,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQbItSSkNj5jAqSuCz2qdGcP2Wa0MsNklXBz-xlyhAvreChPAeirgXVPOh6bIgKITNLLYsz5MNmpsKJ/pubhtml?gid=2056207433&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,148,Behavioural Economics,ECO314,BEco,"""MTH201""",ECO101,None,Monsoon,Kiriti Kanjilal,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTCM-MNtzFDnzXurWBfDnj9SzOrgKy46SH-LKG_Va1SfTkTtLU9jXA4ePkY9CABCSI6QrxWYCFw7MiI/pubhtml?gid=1775787068&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,304,Econometrics II,ECO322/ECO522,Econ-2,ECO221,None,None,Monsoon,Gaurav Arora,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRS73wSmJT6DJ7IqgKMXm-NOFQYKZ8HEwbTnKH6Pevmm3tiWi9EeCY7P_tPOBbT2zhnFeKEsTqiFo1s/pubhtml?gid=146409765&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,149,Causal Inference,ECO323/ECO523,CI,Econometrics I or Statistical Inference,"Familiarity with either Stata or R, Microeconomics",None,Monsoon,JV Meenakshi,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSFADukZ-FtbK3BEKF3HjrCn7vvTGqpa-hFhJnCJf7h7iRUNiCqtb2EqX7whJNOHQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,306,Spatial Statistics and Spatial Econometrics,ECO324/ECO524,SSSE,"""ECO221""",MTH372,None,Winter,Gaurav Arora,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSVKVKsnbN_kav3FyATUNk4g7KO-_-Scnyx1bYKoQkARzpn5SvbOo8lruk9oCnq1zCS7ICBZu3vqGJs/pubhtml?gid=684824424&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,150,Econometrics with Machine Learning,ECO325/525,,ECO221 (Econometrics I) or Machine Learning,Statistical Machine Learning,None,Monsoon,Gaurav Arora,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTkH4y-4CwWkRpaQA82BdlKcrJ0pzGgZh5zS7C8vA8CEVsqxmNXAF5HsnmGFOZ-WQ/pubhtml?gid=457658713&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,308,Foundations of Finance,ECO331,FF,None,None,None,Monsoon,Pankaj Vajpayee,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSqASCIC4m8ambnvjiNMxEtQCYd38l1qCZ10Qw9We_XMC8M_43i5hxZnckhydZ8gC4sxlzvYOzNoha-/pubhtml?gid=615875335&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,151,Valuation and Portfolio Management,ECO332,VPM,None,None,None,Winter,Pankaj Vajpayee,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ0CR7wcd7RgqST0G5jAVAeL8f_XrKudd8z-50p2JUgtjsTlW1I1Da2kxemR55ji8awvGtz_Wkc_gTv/pubhtml?widget=true&amp;headers=false""></iframe>"
,310,Macroeconomics,ECO333,MA,None,None,None,Monsoon,Kiriti Kanjilal,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSQm__wiWb45jpETd-ze8dw6chGrjNRzqm3_TjOyOlaPD1xUejT2ePeHkyllYSpnMxz3qS7fxb6O-Mp/pubhtml?widget=true&amp;headers=false""></iframe>"
,152,Derivatives and Risk Management,ECO333,,"""ECO331 or ECO332""",Microeconomics OR Macroeconomics,None,Monsoon,Information not available,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRsB5s0Yj8HexyWRrRu8FTDLB39hkw5wDWxlbPLbO5E3j7qgMHPptJs5NaEiNJkFjQmCQ1PfO0Cfk3y/pubhtml?gid=501517044&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,312,Markov Decision Processes,ECO341/ECO541,MDP,"""MTH100, MTH 201, MTH203""",None,None,Monsoon,Rakesh Chaturvedi,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTQ5Tr9JFtMEIZXklIx_0V5MPn_eGAPJ9KRZRy75JaZIVtDNdAJg2es4TE4vvs6hg/pubhtml?widget=true&amp;headers=false""></iframe>"
,153,Contract Theory,ECO502,CT,None,"ECO301, MTH577",None,Monsoon,Rakesh Chaturvedi,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSv-Msn5LXZN5dNBJ2VxZ3r52iNfSJILeT2um9paAkY1Ff3iXff7zkyNYAS2yZMyg/pubhtml?widget=true&amp;headers=false""></iframe>"
,314,Decision Theory,ECO503,DT,None,None,None,Monsoon,Rakesh Chathurvedi,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTB5l6JZbxIYl6wXK_oD-QGiGX_JjdJaA449GSydqD3lQFjiv_LbhnrBuJWOmNFSjJi3d2nMnc7S8sB/pubhtml?gid=1303111660&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,154,Research Methods,ENG599s,RM,None,None,None,Winter,Manuj Mukherjee,2,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRtZpU9FHAqW7clCRudRLG2-SpsQVOTSafSLg8AN8O-63oMXgV90iG2SSlLK1KgVw/pubhtml?widget=true&amp;headers=false""></iframe>"
,,Foundations of Entrepreneurship,ENT201/ENT405,,None,None,None,Monsoon,Anupam Saronwala,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQRVFfCCL6A2yyfAWe6Ae-OkMpUZ8yjJjOJKHg4N_SVl8_W7-zkJKRoDbS7qhIBLw/pubhtml?widget=true&amp;headers=false""></iframe>"
,155,Social Entrepreneurship,ENT202/ ENT404,SoE,None,None,ENT202,Monsoon,Jyoti Sharma,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQrNc74a90jokLP2QETSSdN_szxt0210ocwzapp1MrgTd5JeyuFHAcEHtOTUXdmNw/pubhtml?widget=true&amp;headers=false""></iframe>"
,318,Design Thinking and Innovation,ENT302,DTI,None,Product Development Experience,None,Winter,Rajbir Singh (V),4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTR8vQcXko6eBI5mO4h3NIgfp7y38OceNLS7EW8mBKqp9qcNPPzY6eceSpv-e0HXw/pubhtml?widget=true&amp;headers=false""></iframe>"
,156,Experiential Learning,ENT303A,EL,None,None,None,Monsoon,Jyoti Sharma,2,ENT,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRdhMWVy-Z1dFzdZuHSQq8YpbZ9Efb6ha0dw72a20sJsZyeJGMTliwpkhhq2wxv3w/pubhtml?widget=true&amp;headers=false""></iframe>"
,320,Digital Technologies and Social Entrepreneurship,ENT304,DTSE,None,None,None,Winter,Jyoti Sharma ,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTr1gutjI_9fEIBTgP7dN6ux-EBM2TFxfZJAw-ueS8o3zIr8kD61reG18-1_Bc7sQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,157,"Social Innovation, Corporate Social Responsibility and Sustainable Development",ENT305,SICSRSD,None,"Students who are interested in being instrumental in finding innovative solutions to problems that they see around them will benefit from this course. The course will help them to deconstruct issues, identify problem areas and find solutions to create social and economic value.",None,Winter,Aheli Chowdhury,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTB9Xkps3yrTj9rpFnV1_VLAMB5KimJiHYvm9X45yApKIoZZVHSKP3smEB2pA-fGw/pubhtml?widget=true&amp;headers=false""></iframe>"
,322,Introduction to Fintech ,ENT306,,,"ECO 331, ECO 332, ",None,Summer,Vinay Singh,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR463ntf3RClfxPQDYo7fh0NWoqnuUs3fmiQKECkMkbbQxby0QfTTos2J7NPHDojQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,158,Marketing of Services,ENT307 ,,None,ENT301 (Foundations of Marketing),None,Monsoon, Nalin Jain,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSzyJSYNYUdUxSvOfQ_RevwKmxeaeLeyzjzvdvPpmXY3NucLaqjvUgzSop3IEwvKg/pubhtml?widget=true&amp;headers=false""></iframe>"
,324,Setting up GCCs in India,ENT308,,None,None,None,Winter,Shree Pandit,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSam_zG5UhzEwaTnEVx-VzXgVQOcJ3qkjnC9rBAAcdcCLWPy0B9FpEBdwLMLxjjwg/pubhtml?widget=true&amp;headers=false""></iframe>"
,,Financial Institutions & Markets,ENT309,F&M,None,None,None,Summer,Vinay Singh,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSdpLbmxyZgZr380Ib1QJ3iK2cZ5I2jfVSlomQ_LrMgCnMQL-znsco1uzzZ5l5uuQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,326,Foundations of Entrepreneurship,ENT405,FOE,None,None,None,Monsoon,Anupam Saronwala,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRxYsQnaiYXEqx8-ZutCZFDgv6bUowBYa8jDDe7p4kO30cTn4EtW9RPNBMZQXOy3g/pubhtml?gid=184186703&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,159,Entrepreneurial Communication,ENT411,EComm,None,None,None,Monsoon,Information not available,4,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQgH0SfZKHHiPG51c9GYfzsac9XFBIYmYVU3X1plih6LUke8tQoMH459Eki5JAT19cbVqaVRwMldLSn/pubhtml?gid=755560317&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,328,Entrepreneurial Khichadi,ENT412,EK,None,None,None,Monsoon,Anupam Saronwala,4,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT7LRtC8ccqTHlOvtLv49zyMpTiz5lzQzhQ8--qiGcT4lgOHQl9tjXQZznAJ0HYgOb0ITkKkz_eHn8z/pubhtml?gid=2036530758&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,160,Entrepreneurial Finance,ENT413,EF,None,None,None,Winter,Anupam Saronwala,4,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRewhmuJFtqzZ5m9GL_wHsRLwp8r7Zc4PNbae-C3hU8GYPBU3EmOdb8lPjHpSHaNQ/pubhtml?widget=true&amp;headers=false""></iframe>"
